kah,mar_auto,mob_mar_aut,month,Spittoono,Weightlifting_at_the_2004_Summer_Olympics_–_Men's_69_kg,Florian_Latorre,Cauffry,Labour_for_Independence,Jude_Dibia,1947_Arkansas_Razorbacks_football_team,Anikey_Stroganov,Umberto_Tirelli,Tylotiella_basipunctata,The_Zero_Hour_(1939_film),John_Ibrahim_(footballer),Iwate_Nippo,Spencer_Frankl,Sign_name,"List_of_listed_buildings_in_South_Knapdale,_Argyll_and_Bute",WKAK,Municipal_Golf_Course,Sandra_Pisani,Padma_Samten
0,247,0,201303,0,3,0,2,178,5,3,8,1,0,11,0,3,0,57,0,7,0,0,23
0,105,0,201303,10,7,0,7,50,3,6,12,3,1,2,0,1,0,46,1,5,0,0,3
0,105,0,201303,3,8,0,4,43,5,8,1,6,1,3,1,5,0,50,3,4,1,3,0
0,275,0,201304,3,6,0,1,21,8,4,5,2,0,1,0,0,0,53,0,3,0,0,4
0,370,0,201304,7,2,0,2,27,8,10,5,5,1,4,0,2,0,77,1,4,0,4,3
0,366,0,201304,1,12,0,1,33,7,7,5,5,0,6,0,2,0,56,2,4,0,2,9
0,388,0,201304,6,4,0,3,32,8,7,8,2,0,4,0,3,0,73,0,10,0,1,5
0,307,0,201304,3,6,0,1,48,4,3,5,5,1,5,0,4,0,67,0,7,0,2,3
0,101,0,201304,2,4,0,2,23,4,6,6,1,0,11,0,2,0,47,0,11,0,5,3
0,161,0,201304,3,3,0,3,15,7,4,5,1,0,5,0,2,0,42,0,6,0,2,3
0,345,0,201304,3,4,0,5,21,12,4,7,2,0,3,0,1,0,59,2,8,0,0,1
0,311,0,201304,4,2,0,9,59,14,5,5,5,2,1,0,2,0,62,3,6,0,1,2
0,318,0,201304,3,3,0,3,32,9,4,3,2,1,2,0,3,0,57,3,1,0,3,4
0,309,0,201304,2,3,2,3,38,13,3,5,5,0,9,0,4,0,74,2,2,0,4,2
0,309,0,201304,4,7,0,7,30,6,5,7,6,0,3,0,3,0,65,0,7,0,3,3
0,134,0,201304,10,8,0,4,19,6,3,7,6,0,5,0,3,0,36,1,12,0,1,0
0,148,0,201304,4,7,0,4,24,4,4,13,2,2,9,1,3,0,76,1,0,0,2,1
0,330,0,201304,10,8,0,11,29,8,5,13,3,2,5,0,3,0,69,0,8,0,2,1
0,364,0,201304,6,3,0,6,18,5,2,11,3,1,2,0,6,0,58,1,3,0,3,2
0,311,0,201304,2,7,0,3,16,10,3,9,1,1,5,0,11,0,65,3,3,0,4,2
0,318,0,201304,6,11,0,7,50,9,4,8,1,2,5,0,0,0,77,0,7,0,0,7
0,267,0,201304,6,5,0,5,23,7,2,9,3,1,5,0,4,0,49,2,5,0,2,4
0,84,0,201304,3,9,0,5,23,6,2,6,2,1,2,0,2,0,51,0,7,0,1,2
0,85,0,201304,2,3,0,6,18,5,6,8,9,1,3,0,3,0,69,1,6,1,2,5
0,335,0,201304,2,3,0,4,23,12,1,14,2,1,2,0,9,0,88,5,6,0,2,4
0,265,0,201304,4,4,0,4,29,16,3,6,3,1,1,0,2,0,57,0,1,0,0,0
0,348,0,201304,1,2,0,2,24,7,5,4,3,0,2,0,1,0,70,1,5,1,0,2
0,311,0,201304,3,6,0,6,22,7,4,9,3,0,7,0,2,0,69,2,3,0,2,26
0,298,0,201304,3,3,0,5,35,5,6,4,1,1,6,0,17,0,62,0,8,0,3,3
0,99,0,201304,5,1,0,3,13,7,0,6,4,0,4,0,1,0,51,1,6,0,0,5
0,97,0,201304,6,3,0,2,25,11,4,5,3,0,8,0,1,0,52,0,10,0,1,4
0,315,0,201304,0,3,0,2,16,5,5,7,2,1,5,0,4,0,71,0,4,0,3,6
0,304,0,201304,8,2,0,3,17,8,6,11,2,1,3,0,3,0,75,1,2,0,2,3
0,0,0,201304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,277,0,201305,5,3,1,9,27,18,9,11,3,2,5,0,0,1,65,1,5,0,3,3
0,285,0,201305,1,3,0,3,15,8,9,5,5,2,3,0,4,0,58,1,6,0,1,4
0,283,0,201305,5,6,0,4,18,8,1,12,4,0,4,0,2,0,46,1,6,0,2,1
0,103,0,201305,1,3,0,3,12,5,4,7,1,1,1,0,3,0,43,0,6,0,2,11
0,98,0,201305,7,6,0,2,17,6,3,4,0,0,3,0,3,0,31,1,6,0,0,5
0,288,0,201305,3,5,0,4,18,19,2,10,5,1,2,0,2,0,60,2,5,0,1,13
0,278,0,201305,1,5,0,4,13,8,0,3,2,0,2,0,2,0,64,2,5,0,3,2
0,323,0,201305,2,13,0,2,17,15,12,10,2,0,3,0,3,0,76,3,3,1,3,8
0,269,0,201305,3,4,0,3,20,4,2,5,7,2,3,0,1,0,65,4,5,0,1,6
0,290,0,201305,3,5,0,4,22,5,4,10,6,0,3,0,3,0,60,1,6,0,1,6
0,117,0,201305,5,2,0,8,14,6,3,7,1,0,1,0,2,0,41,4,8,0,3,6
0,101,0,201305,1,4,0,7,21,2,3,10,0,0,7,0,0,0,49,0,3,0,1,2
0,297,0,201305,4,2,0,2,26,4,7,9,1,2,6,0,2,0,61,1,3,0,3,1
0,303,0,201305,0,6,0,6,61,4,6,4,1,1,5,0,2,0,78,7,10,0,3,6
0,298,0,201305,3,1,0,4,34,6,6,10,4,1,4,0,2,0,63,0,3,0,3,3
0,347,0,201305,8,1,0,4,31,4,3,5,2,1,2,0,2,0,69,2,10,0,0,0
0,316,0,201305,4,13,0,3,29,4,4,4,3,1,8,0,2,0,54,0,3,0,0,5
0,99,0,201305,3,3,0,6,18,8,9,7,5,2,4,0,3,0,43,1,5,0,0,3
0,96,0,201305,3,4,0,8,18,5,2,4,4,0,3,0,5,0,37,1,4,0,3,4
0,296,0,201305,2,3,0,1,21,7,5,9,2,0,2,1,2,0,57,0,5,0,1,3
0,382,0,201305,7,3,1,0,18,4,7,4,2,0,0,0,0,0,58,2,14,0,1,3
0,338,0,201305,6,4,0,3,22,6,2,7,2,0,3,1,3,0,71,0,10,0,2,2
0,266,0,201305,7,3,0,9,16,9,3,8,2,3,5,0,9,0,61,3,5,0,4,0
0,329,0,201305,7,2,0,8,20,5,7,8,6,0,3,0,2,0,41,0,24,0,1,4
0,107,0,201305,1,1,0,5,22,9,9,14,3,0,4,0,1,0,38,0,49,0,1,4
0,72,0,201305,1,5,0,2,25,4,10,7,5,0,35,0,2,0,37,1,18,0,0,3
0,240,0,201305,5,1,0,7,14,6,8,7,1,0,3,0,5,0,49,0,11,0,1,3
0,305,0,201305,3,5,0,3,17,7,5,7,7,3,5,0,3,0,52,1,8,0,2,1
0,325,0,201305,4,4,0,3,11,4,5,10,2,1,5,0,3,0,71,2,11,0,4,5
0,328,0,201305,3,2,0,6,9,2,7,10,5,1,8,0,5,0,51,0,7,0,2,2
0,290,0,201305,4,3,0,7,13,3,1,5,8,0,4,0,2,0,43,0,10,0,2,9
0,88,0,201306,4,4,0,4,13,7,7,6,3,1,45,0,4,0,39,2,11,0,2,4
0,104,0,201306,1,5,0,8,16,7,2,3,5,1,11,0,5,0,71,0,9,0,2,2
0,296,0,201306,5,0,0,10,12,5,4,3,5,0,6,0,6,0,58,1,10,0,2,6
0,351,0,201306,3,12,0,4,19,8,7,8,1,0,1,0,0,0,65,0,5,0,0,6
0,357,0,201306,1,4,0,6,14,4,7,4,3,0,5,0,1,0,48,0,8,0,1,2
0,308,0,201306,6,3,0,2,17,4,6,4,4,2,6,0,2,0,77,1,6,0,0,6
0,291,0,201306,2,4,0,2,11,7,1,8,8,1,5,0,3,0,54,3,1,0,1,2
0,109,0,201306,1,0,0,3,9,5,5,6,3,0,3,1,2,0,53,0,4,0,3,5
0,103,0,201306,2,6,0,7,24,10,6,6,1,2,7,0,2,0,55,0,9,0,2,6
0,304,0,201306,6,3,0,6,7,11,6,3,5,0,3,0,4,0,78,1,9,0,2,3
0,354,0,201306,3,7,0,3,16,10,6,9,6,0,4,0,3,0,70,1,11,0,2,4
0,330,0,201306,4,2,0,5,19,8,12,8,1,1,3,0,4,0,79,0,6,0,1,6
0,300,0,201306,2,1,0,6,12,4,5,9,2,0,1,0,4,0,57,2,9,0,0,6
0,289,0,201306,4,15,0,4,17,6,4,8,5,0,1,0,4,0,55,2,5,0,0,4
0,82,0,201306,5,4,0,11,25,11,0,10,6,1,4,0,2,0,80,3,7,0,1,6
0,100,0,201306,3,4,0,5,12,4,2,4,2,1,2,0,4,0,50,2,7,0,3,2
0,327,0,201306,5,3,0,3,12,25,6,13,3,1,4,0,1,0,66,4,9,0,1,3
0,335,0,201306,2,3,0,9,19,6,10,5,2,0,4,0,3,0,55,1,7,0,2,3
0,450,0,201306,4,3,0,6,14,5,1,6,4,1,5,0,2,0,62,0,5,0,4,6
0,294,0,201306,3,4,0,1,18,5,6,6,4,0,4,0,0,0,41,2,10,0,0,6
0,383,0,201306,3,8,0,9,19,5,6,5,2,2,2,0,4,0,52,1,2,0,1,2
0,83,0,201306,3,7,0,3,18,3,5,4,0,0,6,0,4,0,43,2,5,0,2,2
0,99,0,201306,1,2,0,6,15,6,2,4,1,1,9,0,6,0,45,2,3,0,3,6
0,271,0,201306,3,1,0,4,17,4,4,4,0,0,18,0,8,0,66,1,5,0,1,2
0,445,0,201306,3,4,0,6,15,4,6,7,6,2,6,0,3,0,62,0,11,0,4,3
0,297,0,201306,4,1,0,4,15,8,1,8,6,0,2,0,3,0,54,3,11,0,3,4
0,300,0,201306,6,4,0,2,17,9,3,5,7,1,4,0,4,0,67,0,11,0,3,1
0,225,0,201306,3,8,0,8,19,7,3,3,3,3,3,0,2,0,51,2,9,0,2,2
0,228,0,201306,2,3,0,1,14,2,0,7,4,1,6,0,2,0,34,1,5,0,0,5
0,198,0,201306,3,2,0,2,10,10,3,3,2,0,7,0,4,0,53,3,6,0,0,5
0,0,0,201306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,365,0,201307,3,1,0,1,18,6,0,3,3,0,5,0,4,0,53,2,6,0,2,4
0,397,0,201307,5,6,0,9,14,10,1,6,6,2,11,0,6,0,44,2,10,0,6,5
0,269,0,201307,1,2,0,5,17,2,0,4,9,0,11,0,1,0,57,3,5,0,2,5
0,254,0,201307,5,1,0,2,24,7,0,6,6,1,6,0,2,0,39,1,6,0,2,3
0,169,0,201307,8,5,0,6,21,3,2,10,1,1,9,0,3,0,44,0,4,0,1,5
0,90,0,201307,3,5,0,1,6,6,1,2,3,0,3,0,2,0,34,8,6,0,2,3
0,111,0,201307,2,5,0,5,13,6,3,10,2,0,1,0,1,0,43,2,4,0,3,4
0,307,0,201307,3,4,0,3,22,6,6,10,1,0,2,0,1,0,71,1,9,0,0,6
0,367,0,201307,4,3,0,5,15,4,3,2,4,2,6,0,1,0,44,0,10,0,2,6
0,311,0,201307,2,2,0,8,18,4,0,5,2,1,4,0,1,0,54,0,2,0,1,1
0,333,0,201307,7,6,0,2,17,5,6,3,2,0,3,0,1,0,59,1,5,0,1,5
0,251,0,201307,8,5,0,6,18,8,2,5,1,0,1,0,3,0,50,3,11,0,2,0
0,94,0,201307,1,5,0,5,12,15,6,11,4,0,5,0,2,0,34,2,11,0,1,3
0,87,0,201307,5,3,0,10,11,5,4,6,4,3,7,0,2,0,35,0,7,0,0,4
0,335,0,201307,8,2,0,0,19,8,1,3,3,0,11,0,0,0,62,0,11,0,2,3
0,321,0,201307,4,3,1,1,13,10,6,11,2,0,5,0,0,0,54,2,8,0,1,5
0,290,0,201307,3,5,0,4,11,4,4,7,1,0,6,0,4,0,55,2,12,0,1,54
0,311,0,201307,2,1,1,1,12,17,7,6,1,0,1,0,0,0,52,0,5,1,2,2
0,263,0,201307,4,5,0,2,14,4,2,4,0,1,2,0,6,0,51,0,14,0,0,5
0,126,0,201307,4,3,0,1,19,7,4,5,2,0,4,0,2,0,30,0,6,0,2,4
0,117,0,201307,5,7,0,4,14,16,2,10,6,1,6,0,1,0,33,0,5,0,1,0
0,305,0,201307,2,2,0,1,16,5,2,5,0,0,5,0,3,0,46,0,8,0,1,1
0,0,0,201307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,146,0,201307,0,2,0,0,13,2,1,1,3,1,3,0,1,0,21,0,4,0,4,5
0,231,0,201307,3,3,0,8,13,13,1,9,0,2,3,0,4,0,41,1,5,1,0,2
0,246,0,201307,3,3,0,4,13,11,0,7,0,1,3,0,3,0,54,3,17,0,2,3
0,110,0,201307,3,5,0,6,79,8,4,5,2,0,4,0,1,0,34,0,5,0,4,6
0,96,0,201307,5,1,0,4,53,6,3,7,1,2,4,0,3,0,37,0,2,0,1,1
0,242,0,201307,7,5,0,3,38,10,3,3,3,1,2,0,0,0,39,1,3,0,2,4
0,272,0,201307,1,5,0,5,54,4,1,4,2,0,4,0,3,0,52,0,6,0,1,1
0,260,0,201307,6,2,0,2,155,11,3,5,3,2,6,0,3,0,49,2,8,0,2,4
0,265,0,201308,2,5,0,3,162,5,2,0,2,0,8,0,2,0,49,1,12,1,1,3
0,234,0,201308,3,3,0,1,35,2,2,2,3,1,6,0,1,0,45,0,3,0,2,4
0,87,0,201308,4,4,0,5,24,3,1,6,0,1,3,0,2,0,48,6,9,0,2,2
0,66,0,201308,1,2,0,4,90,3,0,8,0,2,7,0,4,0,33,1,4,0,2,4
0,233,0,201308,5,2,0,3,124,6,1,4,6,0,6,0,1,0,53,1,2,0,1,2
0,288,0,201308,6,11,0,2,18,2,2,3,0,0,4,1,0,0,44,0,8,0,2,3
0,291,0,201308,1,7,0,3,50,6,0,2,1,3,4,0,0,0,46,2,7,0,2,4
0,246,0,201308,10,2,0,5,27,1,3,4,4,1,4,0,6,0,69,0,14,0,0,4
0,233,0,201308,3,4,0,2,40,1,1,3,5,2,4,0,5,0,45,0,5,0,5,3
0,80,0,201308,2,1,0,6,30,8,2,3,3,1,5,0,1,0,37,0,2,0,2,2
0,95,0,201308,3,5,0,3,16,1,2,5,2,1,5,0,5,0,33,0,3,0,1,0
0,322,0,201308,5,5,0,2,20,6,0,8,5,0,5,0,3,0,56,0,50,0,2,2
0,292,0,201308,10,7,0,5,16,1,1,4,1,0,1,0,1,0,60,1,8,0,0,4
0,296,0,201308,4,3,1,4,17,5,2,3,0,1,4,0,2,0,57,3,7,0,3,4
0,309,0,201308,14,6,0,7,13,5,1,5,3,0,2,0,2,0,40,2,7,0,3,5
0,326,0,201308,2,3,0,2,15,7,0,9,0,1,5,0,1,0,49,1,14,0,1,3
0,72,0,201308,7,9,0,1,6,7,1,3,1,1,5,0,0,0,40,0,5,0,1,2
0,93,0,201308,5,3,0,4,9,3,1,2,0,0,6,0,0,0,40,2,6,0,1,7
0,263,0,201308,4,6,0,4,22,8,2,4,0,1,1,0,1,0,53,1,3,0,3,1
0,246,0,201308,11,2,0,2,10,5,1,0,1,2,3,1,2,0,45,0,9,0,4,2
0,250,0,201308,9,1,0,8,16,4,5,2,0,0,1,0,2,0,45,0,6,0,2,3
0,265,0,201308,29,3,0,1,16,1,0,7,4,1,2,0,0,0,46,2,5,0,0,3
0,229,0,201308,56,7,0,4,15,4,1,6,2,1,1,0,2,1,36,0,8,0,0,2
0,116,0,201308,34,7,0,7,12,3,0,1,0,2,4,0,2,0,30,1,5,0,1,3
0,80,0,201308,42,4,0,3,18,5,3,2,2,1,2,0,2,0,32,0,7,0,5,1
0,218,0,201308,14,9,0,1,10,7,2,6,2,0,7,0,2,0,32,1,1,0,1,1
0,248,0,201308,7,9,0,2,16,4,2,6,5,0,1,0,2,0,49,3,5,0,1,5
0,247,0,201308,5,4,0,0,15,4,4,8,5,1,3,0,3,0,43,2,2,0,0,4
0,261,0,201308,5,7,0,2,13,4,1,3,3,0,3,0,2,0,37,1,3,1,4,3
0,227,0,201308,3,7,0,3,13,7,1,3,0,1,0,0,2,0,45,0,4,0,0,2
0,65,0,201308,3,4,0,0,18,4,1,5,0,0,2,0,2,0,33,3,6,1,3,9
0,73,0,201309,4,6,0,1,14,2,2,4,0,0,2,0,0,0,26,0,7,0,2,3
0,242,0,201309,3,1,0,2,16,6,2,5,3,2,4,0,2,0,29,0,2,0,1,2
0,221,0,201309,3,3,0,1,7,6,2,8,4,0,5,0,3,0,37,2,2,0,2,3
0,225,0,201309,15,15,0,3,8,9,0,1,4,2,5,0,1,0,46,1,2,0,1,3
0,261,0,201309,7,2,1,2,14,4,0,5,4,0,3,0,4,0,53,2,4,0,3,2
0,214,0,201309,2,5,0,4,5,5,4,2,3,3,5,0,0,0,31,1,3,0,1,3
0,88,0,201309,2,6,0,4,9,3,1,4,3,0,2,0,1,0,37,0,7,0,4,2
0,92,0,201309,3,5,0,4,11,5,1,3,2,1,6,0,1,0,30,1,4,0,3,2
0,251,0,201309,5,3,0,5,50,2,3,4,1,3,5,0,2,0,55,0,2,0,2,6
0,769,0,201309,3,5,0,6,67,9,3,8,2,0,2,0,0,0,42,0,7,0,0,13
0,297,0,201309,1,7,0,3,19,7,3,3,2,0,3,0,3,0,33,0,10,0,1,1
0,290,0,201309,3,5,0,6,24,4,6,3,1,1,1,0,0,0,46,1,5,0,7,2
0,259,0,201309,12,5,0,3,18,6,9,5,3,1,4,0,0,0,36,0,4,0,4,3
0,87,0,201309,2,3,0,5,16,10,2,6,4,0,3,0,2,0,34,1,5,0,0,2
0,106,0,201309,6,4,0,6,9,5,5,1,4,0,9,0,2,0,30,1,7,0,2,6
0,406,0,201309,12,2,0,2,12,4,1,7,3,0,1,0,3,0,41,0,3,0,1,6
0,235,0,201309,6,3,0,2,15,7,2,6,4,0,4,0,1,0,43,0,1,0,3,1
0,256,0,201309,5,4,0,4,31,6,0,3,4,1,2,0,3,0,38,1,3,0,1,2
0,297,0,201309,5,8,0,4,13,5,4,3,1,0,7,0,0,0,38,1,6,0,1,4
0,233,0,201309,1,9,0,3,13,2,3,3,2,2,5,0,2,0,37,1,8,0,4,6
0,77,0,201309,5,4,0,3,34,13,3,3,5,1,4,0,0,0,28,0,2,0,2,4
0,96,0,201309,4,3,0,6,34,2,5,5,1,0,3,0,1,0,42,1,3,0,0,2
0,244,0,201309,1,1,0,1,60,4,3,3,2,2,3,0,0,0,72,2,7,0,4,1
0,236,0,201309,5,5,0,2,31,3,2,2,0,0,2,0,0,0,57,0,5,0,0,1
0,239,0,201309,5,3,0,2,16,10,6,6,2,0,3,0,1,0,33,0,5,1,1,5
0,255,0,201309,3,4,0,2,19,6,5,2,2,0,3,0,2,0,49,1,4,0,2,3
0,271,0,201309,4,5,0,6,21,7,3,6,1,2,1,0,4,0,31,0,11,0,0,2
0,96,0,201309,1,2,0,3,15,3,10,2,1,0,4,0,3,0,38,1,1,0,1,3
0,88,0,201309,2,5,0,3,14,5,2,2,3,1,1,0,0,0,29,1,4,0,1,1
0,252,0,201309,1,5,0,3,15,8,3,6,9,1,6,0,1,0,55,0,4,0,1,1
0,0,0,201309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,262,0,201310,4,2,0,7,16,5,3,7,6,0,7,0,1,0,57,0,11,0,2,2
0,305,0,201310,0,1,0,5,17,6,5,5,2,2,2,0,2,0,43,2,8,0,4,7
0,313,0,201310,3,2,0,3,12,4,4,2,0,0,5,0,1,0,45,3,1,1,2,2
0,272,0,201310,5,2,0,3,15,4,2,2,1,0,4,0,4,0,34,1,5,1,0,3
0,96,0,201310,3,3,0,3,18,3,2,4,3,0,2,0,0,22,26,1,7,0,2,2
0,86,0,201310,3,2,0,0,13,8,2,6,2,4,4,0,4,5,784,0,3,0,3,6
0,256,0,201310,3,3,0,3,15,6,5,6,2,0,1,0,3,1,1824,1,2,0,1,0
0,336,0,201310,3,4,0,2,16,4,1,8,1,0,2,0,1,2,46,0,1,2,7,1
0,262,0,201310,1,2,0,2,18,7,4,7,2,0,1,0,0,1,37,1,9,0,3,1
0,285,0,201310,2,5,0,5,8,4,8,5,3,1,2,0,3,4,46,1,8,0,1,4
0,253,0,201310,2,3,0,4,18,5,2,2,1,3,5,0,1,1,32,0,5,0,0,7
0,74,0,201310,2,4,0,1,9,3,5,5,2,4,9,0,2,0,36,1,3,0,1,5
0,91,0,201310,3,5,0,6,16,4,4,6,0,0,5,0,0,0,28,0,4,0,3,3
0,266,0,201310,1,3,0,4,12,6,2,3,2,2,4,0,0,1,48,0,7,0,4,3
0,288,0,201310,1,3,0,5,15,2,2,3,2,0,7,0,5,0,46,1,1,1,1,2
0,306,0,201310,3,3,0,2,6,4,5,4,4,0,1,0,2,2,39,2,3,0,1,5
0,314,0,201310,3,1,0,4,17,3,3,7,2,0,3,0,3,4,37,1,4,0,3,3
0,223,0,201310,6,5,0,1,14,4,3,8,2,2,2,0,1,1,43,1,3,0,1,3
0,121,0,201310,3,4,0,0,25,2,4,2,7,2,3,0,3,11,26,2,5,0,2,1
0,112,0,201310,3,6,0,4,23,2,7,10,1,0,3,0,0,3,30,1,5,0,0,0
0,327,0,201310,1,9,0,2,17,3,0,4,4,0,3,0,1,2,36,0,10,1,1,1
0,299,0,201310,4,1,0,4,26,2,3,4,2,1,4,0,2,1,64,1,5,0,0,1
0,294,0,201310,4,5,0,2,18,3,3,6,0,0,3,0,3,1,41,1,2,0,1,6
0,316,0,201310,1,5,0,4,13,5,0,6,1,0,3,0,1,1,55,1,5,0,1,1
0,293,0,201310,2,5,0,9,11,1,1,3,4,1,1,0,0,6,44,1,3,0,0,2
0,93,0,201310,4,5,0,2,9,4,2,0,3,0,2,0,1,1,30,1,1,0,3,1
0,138,0,201310,3,7,0,2,19,2,2,3,1,0,4,0,1,2,32,43,7,0,2,1
0,276,0,201310,0,9,0,7,16,3,2,4,3,0,5,0,1,0,34,1,6,0,1,8
0,311,0,201310,5,3,0,5,11,5,1,5,4,1,4,0,2,2,50,0,11,0,1,0
0,296,0,201310,0,3,0,5,13,5,2,7,1,0,3,0,2,2,41,0,3,0,0,3
0,263,0,201310,3,3,0,6,9,5,2,3,2,1,7,0,1,0,46,0,7,0,1,0
0,174,0,201311,2,3,0,6,16,4,2,6,5,0,2,0,1,2,39,2,19,0,1,3
0,102,0,201311,2,4,0,3,6,4,3,4,3,0,5,0,2,1,36,1,9,0,1,1
0,107,0,201311,2,4,0,1,20,3,1,5,2,1,6,0,1,1,28,1,7,0,0,2
0,301,0,201311,1,8,0,2,14,5,1,3,2,0,4,0,1,0,47,0,7,0,4,5
0,330,0,201311,3,6,0,2,14,2,1,3,3,0,2,0,4,1,35,0,5,0,1,4
0,294,0,201311,1,2,0,7,10,15,1,5,2,0,3,0,0,2,57,1,5,0,0,3
0,292,0,201311,2,3,0,3,19,9,1,4,1,0,3,0,1,2,50,0,2,0,1,3
0,259,0,201311,5,1,0,3,10,1,1,5,4,0,4,0,1,1,51,1,7,0,3,2
0,107,0,201311,3,0,0,4,9,1,2,1,1,0,3,0,1,1,38,1,5,0,1,5
0,105,0,201311,4,1,0,5,10,2,12,4,2,1,1,0,3,0,32,3,7,0,0,4
0,261,0,201311,2,1,0,1,10,0,0,2,3,0,3,0,1,0,38,31,6,0,1,0
0,309,0,201311,1,4,0,4,8,2,2,7,9,0,0,0,1,0,53,1,6,0,0,1
0,323,0,201311,2,1,0,2,7,1,1,4,3,0,2,0,0,0,51,0,7,0,1,4
0,291,0,201311,2,0,0,4,10,5,1,2,3,0,4,0,1,2,38,1,2,2,1,2
0,287,0,201311,0,4,0,2,10,7,11,5,5,0,2,0,1,0,39,4,4,0,1,1
0,97,0,201311,2,9,0,4,8,2,0,5,1,1,7,0,1,1,22,1,7,0,2,0
0,104,0,201311,0,3,0,2,15,7,0,3,1,0,2,0,1,6,35,0,3,0,0,1
0,320,0,201311,3,0,0,3,20,6,3,3,31,1,1,0,4,3,37,3,4,1,0,4
0,278,0,201311,0,3,0,5,7,6,1,2,5,1,2,0,0,1,32,1,12,0,0,4
0,282,0,201311,2,3,0,3,9,3,6,3,5,1,3,0,0,0,36,40,3,0,0,2
0,286,0,201311,6,0,0,2,5,1,1,4,0,2,0,0,2,0,58,0,7,0,3,3
0,260,0,201311,4,0,1,4,8,2,1,3,2,1,2,0,2,2,46,1,5,0,3,4
0,93,0,201311,1,2,0,2,8,3,2,8,3,0,4,0,1,1,40,1,9,0,1,0
0,102,0,201311,3,3,0,4,15,3,1,5,2,0,1,0,1,1,30,1,5,0,1,0
0,271,0,201311,1,4,0,3,14,7,3,4,3,0,1,0,2,3,43,0,4,0,1,3
0,303,0,201311,1,2,0,3,25,7,3,2,3,1,5,0,1,1,34,1,8,0,3,4
0,247,0,201311,3,2,0,3,27,3,5,9,2,0,3,0,3,2,39,2,2,0,1,0
0,208,0,201311,0,5,0,4,45,9,0,2,5,2,2,0,9,5,45,1,10,0,0,2
0,193,0,201311,1,1,0,3,58,7,1,2,4,1,2,0,0,1,27,1,2,0,3,4
0,112,0,201311,4,5,0,2,23,4,4,2,1,3,3,0,0,0,29,0,3,1,1,3
0,0,0,201311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,109,0,201312,3,1,0,3,16,6,2,4,5,0,0,0,0,1,41,0,2,0,1,3
0,289,0,201312,4,4,0,2,13,7,2,8,2,0,3,0,1,2,61,3,1,0,2,9
0,259,0,201312,2,1,0,2,12,2,1,2,3,0,3,0,0,2,49,1,3,0,0,3
0,323,0,201312,0,1,0,3,22,5,1,1,5,0,2,0,1,0,47,0,1,0,1,3
0,339,0,201312,2,4,0,1,18,2,2,2,3,0,5,0,2,0,39,1,6,1,4,3
0,285,0,201312,0,2,0,2,12,3,1,1,4,1,1,0,3,6,39,1,3,1,1,3
0,117,0,201312,2,5,0,2,13,5,6,5,1,0,3,0,0,0,33,1,5,0,3,2
0,111,0,201312,1,1,0,3,16,3,1,2,0,1,6,0,2,0,36,0,5,0,3,4
0,331,0,201312,2,1,0,6,13,17,2,8,7,1,2,0,1,3,65,0,1,0,1,3
0,314,0,201312,3,4,0,3,18,3,4,7,2,0,2,0,1,2,48,0,8,3,1,3
0,265,0,201312,1,7,0,3,18,3,1,4,2,0,1,0,0,1,64,1,9,1,1,2
0,192,0,201312,2,2,0,5,20,7,3,3,3,0,4,0,2,1,81,0,6,0,0,3
0,162,0,201312,3,3,0,3,19,2,5,4,4,0,1,0,0,3,53,1,8,0,1,2
0,76,0,201312,2,1,0,4,13,1,2,3,3,0,4,0,0,2,36,1,1,0,2,3
0,90,0,201312,3,3,0,3,23,8,4,8,2,1,2,0,1,4,40,0,7,0,2,6
0,215,0,201312,1,3,0,3,14,5,3,10,2,1,4,0,1,3,48,0,4,0,1,1
0,254,0,201312,3,6,0,1,16,9,3,6,2,3,1,0,2,0,35,0,6,0,1,2
0,203,0,201312,1,3,0,2,9,5,2,2,3,0,1,0,2,3,40,3,4,0,0,2
0,188,0,201312,5,2,0,2,12,2,0,7,0,1,4,0,3,0,36,0,4,0,1,7
0,140,0,201312,1,3,0,6,17,3,0,8,4,1,3,0,2,0,32,2,8,0,1,4
0,88,0,201312,2,4,0,1,9,1,1,1,2,0,9,0,2,0,23,0,5,0,0,3
0,81,0,201312,2,3,0,4,5,4,1,4,2,1,6,0,0,3,32,1,4,1,1,1
0,126,0,201312,1,7,0,3,6,2,3,4,1,0,1,0,3,0,29,0,5,0,1,4
0,123,0,201312,0,3,0,4,6,7,2,5,2,1,1,0,0,1,32,2,4,0,1,2
0,64,0,201312,3,6,0,3,5,1,0,6,2,2,5,0,0,1,23,0,9,0,3,0
0,95,0,201312,1,3,0,2,7,4,3,4,2,0,5,0,3,1,27,0,2,0,2,2
0,181,0,201312,1,3,0,1,11,1,1,3,1,1,1,0,2,2,40,2,6,0,1,1
0,88,0,201312,1,8,0,4,6,7,2,4,3,0,2,1,0,3,25,2,2,0,3,4
0,92,0,201312,5,5,0,1,11,5,3,8,1,0,3,0,0,3,27,3,9,0,0,3
